,Comment,User,Date,Post
293,"КЛШ: Приезжайте зондерами, это весело
but also:",232564992,1569268968,6339
294,"[id232564992|Сергей], sad but true",146140022,1569325919,6339
295,Лингвистика 💚,220553930,1568899252,6334
296,КООСИНУС,157067539,1568738332,6331
297,"Всё верно, он )",-49558,1568749631,6331
298,Жуть,130722839,1568295382,6315
299,"О, моя рука)",295049923,1568297951,6315
300,"А вот тут Яша сам подробно рассказывает про особенности такого питомца:
https://vk.com/@bestiary_store-not-a-monster",17656236,1568300871,6315
301,">Неповторимая атмосфера биохима
>сушёные корешки и жучки утопленные в эфире",293863111,1568306639,6315
302,"Помнится, решил сжечь семь кило дихромата аммония. Кроме станлартной проблемы типа'оксид везде' различил слабый запах аммиака. Учитывая тот факт, что аммиак замечательно каталитически сгорает на раскаленнном оксиде хрома, пришел к выводу, что какая-то часть дихромата разлагается на аммиак, кислород, воду, оксид, а уже потом аммиак каталитически сгорает. Хотя, быть может, реактив был грязный, воспроизводить не стал, очень уж грязно с 7 кило. Чем это может быть интересно? Например тем, что есть целый ряд сравнительно низкотемпературных реакций, где аммиак in citu может быть полезен.",81697268,1568307121,6315
303,"[id293863111|Daniil], пробежка по лесу в 10 вечера для сбора гербария",295443109,1568346050,6315
304,"Господи это шикарно. Я только забыл эти песни, а тут опять...",176438353,1568120957,6312
305,Достойно награды за лучший мем,354175470,1567516066,6297
306,ОАО ЫАЫ,347023448,1567518765,6297
307,"Отлично, я считаю👍🏻👍🏻👍🏻",135302612,1567522160,6297
308,"Летнешкольные письма это - ❤❤❤
На своём примере скажу - после своего первого сезона начал общаться с теми, с кем не смог на сезоне🙂",176438353,1566328431,6272
309,"[id176438353|Никита], еще и подарки слал 🥄",18238544,1566377176,6272
310,"жертвуем свою потеряшку (синее большое махровое полотенце ""морская тематика"" - с желтыми якорями и корабликами) в пользу КЛШ в связи с невозможностью быстро долететь до Красноярска))",512790536,1566282407,6267
311,,-49558,1565768813,6245
312,"Я сейчас, на самом деле, ужасно завидую Владу, и вам всем тоже советую (завидовать) :)",7094449,1565836373,6245
313,"Влад, удачи!",45447964,1565837519,6245
314,какой-то мальчик фотку испортил,7094449,1565921113,6240
315,"[id7094449|Никита], спасибо)",114209697,1566034426,6240
316,Миша просто ❤,176438353,1565691832,6237
317,"Медиана КЛШ-42:

— Адо! — крикнул Сергей Ламзин.
— О, да! — ответила ему толпа.
— О, нет, — сказал в то же время стоявший позади меня Иван Адо.",145251185,1565673826,6232
318,Оао ыаы в кричалки !!!,250049665,1565676962,6232
319,ОАО ЫАЫ,354175470,1565677322,6232
320,ОАО ыаы,347023448,1565680451,6232
321,"Ода
Адо
Адо
Где борода",459150864,1565694118,6232
322,ОАО ЫАЫ в массы!!!,354175470,1565535801,6224
323,"Альфа: хороша для любой иллюстрации! :)
(Парни, разумеется, тоже хороши.)",1097762,1565713955,6209
324,"Если вы ещё не отправили материалы, то возможность пока есть;) Но она очень скоро исчезнет!",-49558,1566337790,6209
325,"Мария ,какой у вас взгяд...🤩😂",578452764,1584680597,6209
326,"блин, пост команды утро в группе клш ❤ ❤ ❤",2537639,1565331000,6192
327,"[id2537639|Даша], Дааааа😍😍❤",179838981,1565444508,6192
328,Та-ξ!!!,364771591,1565229954,6174
329,А мои кроссовки не нашли?(((,165558195,1565148011,6156
330,"Ребят, если кто-то находил в предпоследний и последний день КЛШ электронную книгу Pocketbook — напишите мне.",526085930,1565152103,6156
331,"Миша, когда фоточки?)",313170144,1565158045,6156
332,"[id313170144|Полина], у него на странице уже ссылка есть)",93230862,1565162697,6156
333,"[id93230862|Ксения], 😉",313170144,1565163133,6156
334,"Если кто-то поедет в августе в Москву, напишите, пожалуйста!",110382461,1565211737,6156
335,"[id110382461|Александра],  я поеду)",354069879,1565277333,6156
336,"[id110382461|Александра], и я",161419774,1566230751,6156
337,Группа НТН моя любимая,354175470,1565096650,6151
338,💚💚💚,4637672,1565196041,6151
339,Сколько выходило? А сколько дошло?,354175470,1565020974,6136
340,"[id354175470|Никита], но ведь дошли же",354146642,1565060178,6136
341,"ребят, вход возможен только при заходе с телефона",4223712,1564924366,6117
342,"А еще наденьте удобную обувь и возьмите карематики, например!",11024764,1564899427,6099
343,"Можете кинуть метку, где вы сядете? Хотя, возможно, вас можно будет найти и на звук, но не хотелось бы рисковать :)",588115,1564976071,6099
344,"Спасибо, солнце♥️",262009758,1564844814,6066
345,a leap into science 😎,390457519,1564844817,6066
346,"это божественно, thx!!",390457519,1564844834,6066
347,очень крутые!!! спасибо,294915044,1565056866,6066
348,Розовая плитка!,293863111,1564836543,6056
349,Розовая плитка!,86090488,1564836890,6056
350,"Доброе утро, девочки",179838981,1564839828,6056
351,ОАО ыаы,140910569,1564840475,6056
352,камин где списки ?,459150864,1564842205,6056
353,Парадокс Банана-Татарского,293863111,1564844457,6056
354,👍👍👍👍👍👍👍👍 ДИЧЬ,295443109,1564844714,6056
355,Лучи зла и добра,295443109,1564844732,6056
356,"Песня про доширак в чемодане
И опубликуйте, пожалуйста, словарь КЛШ",295443109,1564844782,6056
357,Ммм Бычий хвост,250049665,1564848813,6056
358,Ты что воробушек на ветке сидеть ?,250049665,1564848882,6056
359,Аркадий,250049665,1564848898,6056
360,Песня про ботание,250049665,1564848948,6056
361,Пчеловек,295443109,1564849103,6056
362,Ха-тьфу!,157067539,1564887234,6056
363,"Люда, поешь грязи",280582169,1564887453,6056
364,о ваау тебе зашла наша песня!,294915044,1564896451,6056
365,Ваще огонь🤙🏻🤙🏻🤙🏻,295443109,1564897516,6056
366,рыбка Кирилла,459150864,1564898137,6056
367,"[id294915044|Полина], она ряльно крутая!!!",86770703,1564899203,6056
368,По факту,295443109,1564899350,6056
369,по принципу дирихле двое из вас точно моются в одной кабинке,354175470,1564905207,6056
370,адовня,354175470,1564906426,6056
371,РАСЦВЕТАААААЙ КОММУНИСТИЧЕСКИЙ КИТАААААЙ,354175470,1564906460,6056
372,"[id295443109|Рауф], раскидал",140910569,1564906706,6056
373,Долгопрудный готовит новый КИМ (контрольно-измерительный материал),423903798,1564909604,6056
374,У Вани Адо не полный алфавит. (А до Я),423903798,1564909675,6056
375,А как иначе,295443109,1564912704,6056
376,abab,293863111,1564913991,6056
377,"Это не ноутбук, это аудиокнига)))",423903798,1564932381,6056
378,Где маркеры?!,83301008,1564932626,6056
379,"Ммм, качалка...",354069879,1564932928,6056
380,2.55,354175470,1564935214,6056
381,import brain,146983392,1564935266,6056
382,O no no no no,354069879,1564936587,6056
383,"Ну я могу просто все термины биохакинга перечислить, этого будет достаточно?",354175470,1564936625,6056
384,"Есть один мем, но он возник уже после сезона",354175470,1564994942,6056
385,Урныы!!!,339478012,1565014440,6056
386,Битва подушками или как устроить ответку ни на что,339478012,1565015110,6056
387,толстая корова Лула.....,176209501,1565062633,6056
388,У вас тиранозавр не просыхает,83301008,1565097195,6056
389,"Бузова - это буза.
Буза - это бузить.
А бузить в КЛШ не интеллегентно.",427232478,1565279950,6056
390,Намокли ли кроссы?,427232478,1565280006,6056
391,"Нигде не написано в правилах фмт, что нельзя написать ответную задачу на другом языке, чтобы выиграть.",427232478,1565280066,6056
392,"[id176209501|Марьяна], почему тут так мало лайков!!?!?!?",354175470,1565420050,6056
393,"У кого есть фотки со школы — кидайте в гугл / яндекс диски, а ссылку — в комменты!",526085930,1564831989,6055
394,+,179838981,1564841772,6055
395,+,347023448,1564843190,6055
396,Этот плакат у меня! )),555926177,1564887832,6055
397,Фоток с бх дня нет(,339478012,1565016085,6055
398,Верное замечание. Добавил еще фотографии с дня БХ и с медианы.,2485575,1565057206,6055
399,"[id2485575|Антон], спасибо☺",339478012,1565067217,6055
400,Кого куда поселили в общажке?,423903798,1564817460,6051
401,"...Чтоб назло всем наветам
Его отправить в КЛШ.",145251185,1563001085,5980
402,А программу забыли,167290782,1562899699,5975
403,"Мария, прикрепили :)",-49558,1562899733,5975
404,Что делать если завалишь контрольную на все направления?🤣,423903798,1562908793,5975
405,"Каждый день, каждый час, всю жизнь - работать над собой! :)",-49558,1563058111,5975
406,"Здравствуйте. У меня есть вопрос. Можно ли добраться до лагеря самим, если проживаем в г.Железногорске?",215840681,1562774013,5970
407,"+, такой же вопрос. Проще доехать самим из Сосновоборска",167151147,1562836384,5970
408,"Здравствуйте! Нужно приехать в Красноярск. Перед самым отъездом все школьники командами будут проходить медицинский осмотр, без него в лагерь не пустят.",-49558,1562840353,5970
409,"А как же чайник, малярный скотч, наручные часы?",390457519,1561907123,5948
410,Будущий зондер слева),251680403,1561908383,5948
411,"телефон на все три недели забирается и в течение дня не выдаётся?

Сколько тетрадей? Каков их  желательный объем¿",157067539,1561910701,5948
412,"В наше время и родители и дети привыкли быть все время на связи. 
Может быть лучше выделить час вечером для общения с родителями и друзьями/любимыми(которые за пределами лагеря),ведь это важно😉",8794157,1561913069,5948
413,То есть выдавать телефоны,8794157,1561913124,5948
414,"[id8794157|Елена], да, телефоны, чтобы позвонить родителям, выдаются)",165031126,1561915043,5948
415,"Аня, спасибо! Добавили в список чайник и часы.",-49558,1561916624,5948
416,"[id157067539|Anastasiya], телефон забирается на все 3 недели, но его можно взять, чтобы позвонить родителям в свободное время. 
Каждый школьник в обязательном порядке будет посещать минимум 3 учебных курса и факультатив, а так же решать множество задач на соревнованиях, так что советуем взять хотя бы 4-5 штук.",-49558,1561916989,5948
417,"[club49558|КЛШ], разве можно вот так взять и отобрать у человека телефон? Даже с учётом его периодической выдачи. Для некоторых телефон - это необходимость - основной источник получения информации, получения образования и общения",144946536,1561968157,5948
418,"Дорогие друзья, возьмите пожалуйста с собой волейбольные мячи!",7094449,1561968285,5948
419,"Никита, отсутствие телефонов у школьников - это внутреннее правило КЛШ, с которым все участники соглашаются при подтверждении их участия. Телефоны никто не отбирает, так как само решение о поездке в КЛШ добровольное, и человек, неспособный прожить без телефона может с правилом не соглашаться и в КЛШ не ехать.",-49558,1561986231,5948
420,А самое главное - не забудьте взять с собой мозги!,308071,1561986243,5948
421,"[club49558|КЛШ], понял. принял.",144946536,1561986252,5948
422,"[id308071|Артём], а ты едешь?",175903240,1561986849,5948
423,"Увы, не в этот раз.",308071,1561987180,5948
424,"[id308071|Артём], всегда будем рады твоему приезду😊",175903240,1561987298,5948
425,"[id175903240|Елена], думаю, через год сподоблюсь на юбилей.",308071,1561987486,5948
426,Спойлерните кто поедет зондерами?,176460053,1562617054,5948
427,Где можно найти формы для заполнения согласия на обработку данных и на получение медпомощи?,167151147,1561730139,5943
428,"[id167151147|Polina], Вам уже были отправлены памятка для родителей и комплект документов, необходимых для регистрации и поездки в КЛШ-2019. Если документы до вас не дошли, напишите нам на klsh@klsh.ru.",-49558,1561750917,5943
429,"Lyudmila Burakova пишет: ""Ну вот моей дочери, а также сыну друзей письма так и не пришли, хотя при обращении им подтвердили зачисление в основной состав. Что в этом году с письмами-то?!""",209055527,1558590283,5930
430,Мы проверили. тоже нет писем.,22884020,1558593069,5930
431,"[id209055527|Oleg], передайте пожалуйста Людмиле, что она и её друзья могут узнать информацию по зачислению своих детей, написав нам на почту klsh@klsh.ru с указанием ФИО школьника, его места обучения и даты рождения.",-49558,1558598691,5930
432,"[id22884020|Natalya], сейчас ответим вам по электронной почте!",-49558,1558598716,5930
433,Как можно склонять Ламзин? Еретики!,1097762,1553874693,5910
434,"Подскажите, пожалуйста, что нужно с собой брать?",167151147,1553272370,5894
435,А в Москве когда?,1917998,1553345183,5894
436,"[id167151147|Полина], с собой нужно взять бумагу и ручку для решения задач. Телефоном и справочными материалами пользоваться будет нельзя.",-49558,1553396117,5894
437,"[id1917998|Алексей], в Москве собеседование будет так же 7 апреля. В ближайшее время мы согласуем все детали и выложим информацию здесь и на сайте.",-49558,1553396371,5894
438,"[club49558|КЛШ], спасибо :)",167151147,1553397203,5894
439,"[club49558|КЛШ], здравствуйте, а больше нет возможности попасть к вам в лагерь?:(",35457471,1554643989,5894
440,"Сорри, что пишу, как родитель. Сын сдавал экзамен в Колмогоровскую СУНЦ 7 апреля с 11:00 по 14:00. к вам приехали позднее, и к окончанию. поэтому часть заданий не успел по времени сделать. Прошу ответить, какие еще варианты собеседования возможны? и куда отправить варианты заданий. спасибо за оперативный ответ. мой тел 240-88-29.",22884020,1554710080,5894
441,"Даша, привет! Да, в этом году конкурсный отбор закончился, следи за нашими группой и сайтом, чтобы успеть в следующем году!",-49558,1554781260,5894
442,"[id22884020|Наталья], к сожалению, в этом году конкурсный отбор окончен, Собеседование было последним отборочным мероприятием. Следите за нашими группой и сайтом, чтобы не упустить возможность в следующем году",-49558,1554782041,5894
443,Здравствуйте! Во сколько и где состоится собеседование?,28656749,1552796672,5884
444,"[id28656749|Александра], здравствуйте! Время и место мы ещё уточним.",-49558,1552816922,5884
445,Комментарий удалён пользователем или руководителем страницы,100,1552923272,5884
446,"[id471008611|Анастасия], если у нас на проверке не лежат присланные тобой вступительные, то уже, к сожалению, ничего.",-49558,1552926942,5884
447,"Добрый день ! А если есть приглашение по итогам олимпиады , нужно приходить на собеседование ?",258889058,1553053846,5884
448,"А можно узнать, мои вступительные задания дошли? Хочу убедиться что дошли.",427232478,1551260471,5876
449,"[id427232478|Кирилл], дошли!",-49558,1551278130,5876
450,Решения принимают до 1 марта включительно?,196478646,1551360461,5876
451,"[id196478646|Елена], нет, максимум ждем московского времени",37481125,1551372793,5876
452,"черт,классная форма носа
мне бы такой",216671098,1550526015,5872
453,Да конечно. Здорово,329023627,1549429384,5863
454,"Больше двух фотографий не прикреплялось, поэтому пришлось так))",319803709,1549357411,5855
455,"[id319803709|Анастасия], очень хороший разбор! Качественный, видна кропотливая работа:) 
 
Из того, над чем ещё можно подумать. 
 
1) Этика. Литературовед, как и любой исследователь должен быть беспристрастным) Говорить о том, что Набоков или кто-либо ещё писал пародии только на поэтесс, которые ему не нравились или были слабее, - это не совсем корректно. То, что писатель действительно недолюбливал женскую поэзию - это правда, но опять-таки не до конца. Пародия - это не только представление человека/явления/произведения в ироничном виде, но и признание его, как минимум, популярности или влиятельности (а то зачем же пародировать тех, кто не знаменит и по общему признанию слишком слаб). И если говорить про И. Одоевцеву, то она как раз считалась одной из ярых последовательниц Ахматовой, так что не на одну Ахматову здесь пародия;) 
 
2) Подсказка про Бунина была для отсылки на рецензию Набокова о Бунине, хотя, конечно, не самая явная). Там есть важная информация для понимания того, почему так раздражал ""запинающийся анапест"". 
 
3) Анна Бунина - точно родственница И.А. Бунина, но про Ахматову факт не подтверждён)) Сама поэтесса говорила, что Анна Бунина её родственница, но не факт, что она не делала этого для создания и укрепления своего жизнетворческого мифа. 
 
Комментарии в основном к о второй части решения, к первой придраться не к чему, мои поздравления:) Можешь ещё подумать над Буниным)очень хороший разбор! Качественный, в",22106310,1549380474,5855
456,"[id22106310|Юля], спасибо) На самом деле меня очень путала эта подсказка про Бунина и я не могла понять, в каком направлении она поможет. Но завтра обязательно прочитаю эту рецензию и ещё подумаю над вторым вопросом)",319803709,1549381030,5855
457,"[id319803709|Анастасия], отлично, давай)",22106310,1549381103,5855
458,,22106310,1549455996,5855
459,"У меня есть небольшая догадка...В этой статье Набоков цитирует строчки из Бунина («…пойте, пойте, сверчки, мои товарищи 
ночные…», «и зал плывет, плывет в протяжных напевах счастья и тоски…», «звон бубенцов течет, течет…», «от звезды к звезде шатался великой тростью зыбкий фок…»), все эти строчки написаны ямбом, но среди каждой из них есть одна стопа анапеста. Может Набоков приводил именно эти строчки, чтобы показать, как надо писать смешивая анапест и ямб.",319803709,1549459294,5855
460,"[id319803709|Анастасия], найдите сами стихотворения и посмотрите на строки, чтобы проверить свою теорию! Набоков мог цитировать и не по целым строкам.",22106310,1549459633,5855
461,"В строках ниже Набоков вообще отзывается о всех писателях не очень хорошо. Говорит про слияние темы и ритма, сравнивает Бунина с Тютчевым. Может само словосочетание ""бальмонтовский стих"" намекает на запинающийся анапест, но я ничего общего не нашла. Может фраза ""бормотание советского пиита"" каким-то образом намекает на Ахматову. Но это притянутые за уши догадки. В общем, я запуталась)))) 
 
Когда-то, в громкие петербургские годы, их заглушало блестящее бряцание модных лир; но бесследно прошла эта поэтическая шумиха — развенчаны или забыты «слов кощунственные творцы»{21}, нам холодно от мертвых глыб брюсовских стихов, нестройным кажется нам тот бальмонтовский стих, что обманывал новой певучестью; — и странным кажется, что в те петербургские годы не всем был внятен, не всякую душу изумлял голос поэта, равного которому не было со времен Тютчева. Полагаю что и ныне среди так называемой «читающей публики» — особенно в той части ее, которая склонна видеть новое достижение в безграмотном бормотаньи советского пиита, — стихи Бунина не в чести или, в лучшем случае, рассматриваются как не совсем законная забава человека, обреченного писать прозой. 
Легко громить стихотворца, легко выуживать из его виршей смешные ошибки, чудовищные ударенья, дурные рифмы. И еще есть трудности: музыка и мысль в бунинских стихах настолько сливаются в одно, что невозможно говорить отдельно о теме и о ритме.",319803709,1549462492,5855
462,"[id319803709|Анастасия], ты запуталась в сложном слоге Набокова) в первом предложении самая главная мысль:)
В общем, не мучая более, скажу, что просто стихи Бунина как раз нравятся Набокову в частности из-за того, что у него везде ровный метр. А вот новая поэзия, представленная  Бальмонтом, Брюсовым, Ахматовой и другими современниками писателя, ему не по духу из-за смешивания метров:)",22106310,1549467067,5855
463,"[id22106310|Юля], всё настолько просто? Ахаха, вот это я усложнила себе жизнь)) Зато, много нового узнала, спасибо",319803709,1549467222,5855
464,Алёна Рубанова?,165031126,1548041754,5849
465,"По-моему, тут пахнет белками...",22106310,1548085253,5849
466,без гитары узнать сложно,208583620,1548110183,5849
467,Все молодцы!:),-49558,1548285643,5849
468,"Мне кажется, что некто З. Рыжкова имеет к этой Олимпиаде определённое отношение.",1097762,1545087815,5837
469,Где можно баллы посмотреть?,174592292,1545104531,5835
470,На каком сайте?,174592292,1545104549,5835
471,"А я хочу поздравить не только победителей, но и всех участников столь увлекательного мероприятия с тем, что вы узнали много нового и интересного, с пользой провели время в кругу друзей. 
До встречи в сезоне! 🎉",466028583,1544977711,5829
472,А было ли разделение по классам?,226454458,1545015952,5829
473,Не было),382348189,1545024407,5829
474,"[id226454458|Nikita], буржуазия, пролетариат, интеллигенция..",152604563,1545465533,5829
475,"1)m(MgO)=19,2 г
   m(C)=1,5 г
2) при дальнейшем нагревании восстановившаяся медь реагирует с оставшимся оксидом CuO. Чёрный цвет меняется на кирпичный 
CuO + Cu => Cu2O",144946536,1544948892,5823
476,"[id144946536|Никита], не точно, не ответил на первый вопрос",135096265,1544949259,5823
477,"[id135096265|Ильхам], возможно, m(C)=1,44 г",144946536,1544950088,5823
478,"m(MgO)=19,1
m(Mg)=0,486",433713193,1544965047,5823
479,"1) m(mgo)=19.2г     m(mg3n2)=0,667г
2)образуется 0,96г(cu2o)",470371397,1544978618,5823
480,У меня вопрос: а если ты ты стал победителем (или призёром) в отдельном направлении то ты получишь путёвку?,427232478,1544704537,5809
481,"[id427232478|Кирилл], да",176460053,1544709503,5809
482,"Кирилл, да, получишь:)",-49558,1544791706,5809
483,"Подскажите пожалуйста, на олимпиаде нужно быть ровно в 9, или можно подъехать позже, главное до 11? Мы из другого города.",5603999,1544847894,5809
484,"[id5603999|Анна], если вы прошли онлайн регистрацию, то вы можете подъехать чуть позже но в 11 надо уже быть там.",427232478,1544860718,5809
485,Спасибо большое!,5603999,1544861670,5809
486,"Здравствуйте, а у меня вопрос. Предварительная регистрация в онлайн виде не требуется?
Что иметь при себе при регистрации завтра?",326604587,1544864323,5809
487,"[id326604587|Алина], если вы не хотите онлайн регистрацию, то вы можете зарегестрироватся на месте, но надо к 9 быть там.",427232478,1544865431,5809
488,"[id427232478|Кирилл], хорошо, при себе иметь только документы, удостоверяющие личность?",326604587,1544874803,5809
489,"[id326604587|Алина], да. Документы лучше взять с собой.",427232478,1544875229,5809
490,"Поздравляю, Лева!)",151728358,1543847956,5794
491,"Лев,ты выбрал очень интересное направление развития! Поздравляем тебя, пусть преграды на этом пути будут незаметными, а рубежи значительным! гордимся тобой!)",135096265,1543849053,5794
492,"Что ж, спасибо Диане, и удачи Льву!",145251185,1543854809,5794
493,"[id145251185|Андрей], ☀️☀️☀️",1317792,1543857451,5794
494,Лёва был И.О. начальника с 2012! :),4470242,1543861706,5794
495,"Лёва, поздравляю! Запрягай телегу!)))",11751940,1543864962,5794
496,Красавчик!),175755676,1543871197,5794
497,Поздравляю🌞,140847585,1543884636,5794
498,"А в 9 часов начинается сама олимпиада, или будет регистрация, как в прошлом году?",461455847,1544367948,5790
499,"[id461455847|Дарья], сама олимпиада начнется в 11 часов",37481125,1544508311,5790
500,"[id461455847|Дарья], регистрация онлайн",262009758,1544539201,5790
501,"т.е., если онлайн зарегистрировался, то можно подъезжать к 11? сколько по времени будет длиться олимпиада?",7700079,1544545994,5790
502,"[id7700079|Лена], если зарегистрировался - нужно все равно пройти регистрацию очно, просто она будет сильно короче, так что быть нужно раньше 11

основная часть олимпиады закончится в 14:30",37481125,1544846532,5790
503,Спасибо,7700079,1544846590,5790
504,1991,319803709,1542116337,5769
505,Делаю ставку на 2008,163812972,1542118283,5769
506,2009,302722,1542123017,5769
507,Совсем не ),1097762,1542128044,5769
508,У меня есть ещё попытки?,319803709,1542128113,5769
509,"Мне кажется, что да )",1097762,1542128158,5769
510,Хорошая ставка! Но неправильная :),-49558,1542128216,5769
511,2007,319803709,1542128280,5769
512,"Или 2006
(черт.. а хотелось поставить на год, в который никто никогда не вернётся, а на него уже поставили😐 )",163812972,1542128512,5769
513,Отличный был год! :),-49558,1542128590,5769
514,В 2006 в Школу первый раз приехал некто Ламзин (см. фото). А вот Савватеев не приехал!,-49558,1542138285,5769
515,"И снова мимо! Вместо Алексея в 2007 году в КЛШ приехало несколько центнеров крахмала. Все приехавшие центнеры, а также Соню и Риту Абановых, можно обнаружить в этом видео :)",-49558,1542139364,5769
516,2010☀️,66718570,1542159827,5769
517,"Настя, ты очень симпатичная!
(Дело было действительно в 2010 году.)",-49558,1542213651,5769
518,1994,295049923,1543036128,5769
519,Саша Абанов?),167290782,1540636417,5754
520,"[id167290782|Мария], +++, тоже так думаю",159016734,1540638369,5754
521,"¿Ya han adivinado, amigos?",-49558,1540933979,5754
522,"Ну, что ж, угадать не получилось;)",-49558,1541108370,5754
523,"Я, конечно, не Горбань, но считаю необходимым зафиксировать, что [с моей точки зрения] в этом интервью есть более-менее единственный правильный хороший тезис. Вот этот: ""Проблема не столько в том, что едут от нас (из Германии тоже едут), проблема в том, что не едут к нам"". Прочие комментарии оставлю при себе.",1097762,1540709425,5752
524,"""Я вижу, что российское правительство действительно озабочено развитием науки..."" тут мне смешно стало. Видимо, Саша несколько оторвался от российских реалий.",2823950,1541153871,5752
525,"""""Предположим, молодой ученый получил приглашение в Принстон. Пусть он едет, но пусть едет так, чтобы он не потерял контакт с Россией, чтобы разрешенный в США 4-й триместр он провел в России."" Что значит ""пусть""? Может, молодой учёный сам решит, где ему лучше проводить любой триместр?",2823950,1541153965,5752
526,"""Во-первых, IT и математика."" Тут согласна. Но вот Греф говорит, что не нужны нам математические школы, это пережиток прошлого, математики и программисты в будущем будут всё меньше и меньше востребованы. И правительство рулит туда же :(",2823950,1541154235,5752
527,"""Если бы поверил, то я бы поехал."" Вот именно 😄 Будут в стране условия, народ сам потянется, безо всяких принуждений и понуканий.",2823950,1541154498,5752
528,корень из 13 гораздо лучше корня из 117..,471025212,1540308204,5749
529,Антон и тут чемпион!,18238544,1540308365,5749
530,И вот вам для уверенности фотография лучших выпускников лицея № 102 г. Железногорска,-49558,1539613397,5744
531,"[club49558|КЛШ], 😩😩😩",7094449,1539616204,5744
532,Где можно посмотреть результаты этого мероприятия?,248676675,1540305941,5744
533,"как то так, если мне конечно не нужно было мат преобразовывать сумму

вероятность того что встретятся хотя бы две единицы = количеству способов с двумя и более единицами/кол во всех способов =(кол во всех способов минус кол во способов где максимум одна единица подряд)/кол во всех способов;
кол во всех способов равно 10∧n;
вероятность =p=(10∧n - кол во способов где максимум 1 единица подряд )/10∧n;
пусть число способов где мах 1 единица =z; найдем z; пусть единиц у нас i штук;найдем число способов для i единиц;
остальных цифр у нас n-i;обозначим остальные цифры за 0, тогда мы ищем количество способов расставить i единиц и n-i нулей , чтобы 2 единицы не стояли подряд (нули считаем неотличимыми , потом просто домножим наше число способов с неотличимыми нулями на 9∧n-i)заметим , что между двумя единицами должен быть хотя бы 1 ноль; для такого расположения у нас должно быть хотя бы i-1 ноль ;если мы расставим эти нули между единицами , то у нас останется n+1-2*i нулей и несколько позиций между нулями (сейчас наша конструкция ввглядит так : лишние нули и вот такая позиция , куда мы будем ставить наши нули '10101010...101' в эту позицию между каждыми двумя единицами можно добавить ноль , потому что нулей может быть любое количество , при этом нам не важны перестановки нулей) таким образом у нас есть n+1-2*i лишних нулей , которые мы ставим на i+1 позицию , а кол во способов это сделать равно кол ву перестановок i деталей 1 типа и n+1-2*i деталей второго типа , что равно (n+1-i)!/(i!*(n+1-2*i)!), где ! это факториал, теперь домножим величину 
(n+1-i)!/(i!*(n+1-2*i)!) на 9∧n-i ; и это кол во способов расстановок n чисел , где i единиц , и нельзя поставить две единицы рядом , для того чтобы посчитать это для всех количеств единиц нужно просуммировать (n+1-i)!/(i!*(n+1-2*i)!) на 9∧n-i от i=0 до i=n/2с округлением вверх при нечетном n;

конечная формула , для подсчета способов : (10∧n-∑(n+1-i)!/(i!*(n+1-2*i)!)*9∧(n-i))/10∧n, где сумма от i=0 , до i=n/2 вверх;

пример работы формулы для n=3
10∧3=1000;
(n+1-i)!/(i!*(n+1-2*i)!) *9∧n
при i=0, 9∧3;
при i=1,3*9∧2;
при i=2, 9;
соответственно ∑=981;
вероятность равна 1000-981/1000 равно 0.019=1.9%",471025212,1539082005,5722
534,"запись с факториалами может быть довольно нечитаемой , поэтому я добавил скобки , но это стало выглядеть еще более стремно",471025212,1539082161,5722
535,"[id471025212|Антон], привет! Это уже хорошо, но можно получить довольно лаконичный ответ без сумм )",1097762,1539096582,5722
536,нужно ли приобразовывать сумму?,471025212,1539096622,5722
537,"Ну, от всех сумм можно избавиться. Вот.",1097762,1539096672,5722
538,"найдем количество способов расставить цифры так , чтобы не одной единицы не стояло рядом;
 назовем количество способов для n чисел: F(n) ;
заметим ,что F(0)=1, F(1)=10;
рассмотрим F(n), 
пусть первой цифрой в последовательности будет 1, тогда на вторую позицию 9 вариантов , а начиная с третьей позиции у нас та же последовательность , только в ней n-2 цифры, тогда число способов которые начинаются с 1 равно 9*F(n-2);
если начинается не с единицы то первая позиция это 9 вариантов , а остаток это F(n-1) , следовательно таких способов 9*F(n-1);
F(n)=9*F(n-1)+9*F(n-2)=9*(F(n-1)+F(n-2));
конечный ответ это:
(10∧n - F(n))/10∧n, где 
F(n)=9*(F(n-1)+F(n-2));
F(0)=1, F(1)=10;",471025212,1539254385,5722
539,"Глянь, как получается формула Бине для чисел Фибоначчи.",1097762,1539297060,5722
